id,year,locationabbr,locationdesc,data_value,low_confidence_limit,high_confidence_limit,sample_size,stratification,stratificationtype,variable
833960.0,2004.0,NC,North Carolina,76.5,74.5,78.5,2177.0,35-44,Age Group,exercise
833961.0,2004.0,NC,North Carolina,75.4,73.4,77.4,2174.0,45-54,Age Group,exercise
833962.0,2004.0,NC,North Carolina,71.9,69.7,74.1,1815.0,55-64,Age Group,exercise
833963.0,2004.0,NC,North Carolina,69.6,67.7,71.5,2410.0,65+,Age Group,exercise
836461.0,2004.0,ND,North Dakota,78.7,77.0,80.4,2335.0,Overall,Overall,exercise
836463.0,2004.0,ND,North Dakota,76.5,73.8,79.2,973.0,Male,Gender,exercise
836464.0,2004.0,ND,North Dakota,80.8,78.8,82.8,1362.0,Female,Gender,exercise
836467.0,2004.0,ND,North Dakota,84.5,78.5,90.5,169.0,18-24,Age Group,exercise
836468.0,2004.0,ND,North Dakota,85.5,82.0,89.0,356.0,25-34,Age Group,exercise
836469.0,2004.0,ND,North Dakota,83.6,80.4,86.8,474.0,35-44,Age Group,exercise
836470.0,2004.0,ND,North Dakota,80.5,77.3,83.7,540.0,45-54,Age Group,exercise
836471.0,2004.0,ND,North Dakota,77.4,73.4,81.4,353.0,55-64,Age Group,exercise
836472.0,2004.0,ND,North Dakota,62.8,58.9,66.7,443.0,65+,Age Group,exercise
838563.0,2004.0,OH,Ohio,77.0,75.1,78.9,5128.0,Overall,Overall,exercise
838565.0,2004.0,OH,Ohio,79.7,76.8,82.6,2000.0,Male,Gender,exercise
838566.0,2004.0,OH,Ohio,74.5,72.0,77.0,3128.0,Female,Gender,exercise
838569.0,2004.0,OH,Ohio,85.8,80.4,91.2,399.0,18-24,Age Group,exercise
838570.0,2004.0,OH,Ohio,84.1,79.7,88.5,861.0,25-34,Age Group,exercise
838571.0,2004.0,OH,Ohio,79.7,75.6,83.8,964.0,35-44,Age Group,exercise
838572.0,2004.0,OH,Ohio,77.3,73.0,81.6,1120.0,45-54,Age Group,exercise
838573.0,2004.0,OH,Ohio,67.8,62.4,73.2,747.0,55-64,Age Group,exercise
838574.0,2004.0,OH,Ohio,67.3,62.9,71.7,1037.0,65+,Age Group,exercise
841109.0,2004.0,OK,Oklahoma,72.2,70.9,73.5,4857.0,Overall,Overall,exercise
841111.0,2004.0,OK,Oklahoma,74.8,72.8,76.8,1912.0,Male,Gender,exercise
841112.0,2004.0,OK,Oklahoma,69.9,68.3,71.5,2945.0,Female,Gender,exercise
841115.0,2004.0,OK,Oklahoma,79.1,74.7,83.5,329.0,18-24,Age Group,exercise
841116.0,2004.0,OK,Oklahoma,78.5,75.4,81.6,725.0,25-34,Age Group,exercise
841117.0,2004.0,OK,Oklahoma,74.3,71.4,77.2,882.0,35-44,Age Group,exercise
841118.0,2004.0,OK,Oklahoma,70.2,67.3,73.1,930.0,45-54,Age Group,exercise
841119.0,2004.0,OK,Oklahoma,66.0,63.0,69.0,792.0,55-64,Age Group,exercise
841120.0,2004.0,OK,Oklahoma,65.4,63.0,67.8,1199.0,65+,Age Group,exercise
842310.0,2004.0,OR,Oregon,82.8,81.6,84.0,4183.0,Overall,Overall,exercise
842312.0,2004.0,OR,Oregon,84.1,82.2,86.0,1653.0,Male,Gender,exercise
842313.0,2004.0,OR,Oregon,81.6,80.0,83.2,2530.0,Female,Gender,exercise
842316.0,2004.0,OR,Oregon,88.6,84.7,92.5,278.0,18-24,Age Group,exercise
842317.0,2004.0,OR,Oregon,85.1,82.0,88.2,658.0,25-34,Age Group,exercise
842318.0,2004.0,OR,Oregon,83.6,80.7,86.5,745.0,35-44,Age Group,exercise
842319.0,2004.0,OR,Oregon,84.2,81.8,86.6,909.0,45-54,Age Group,exercise
842320.0,2004.0,OR,Oregon,79.9,77.0,82.8,749.0,55-64,Age Group,exercise
842321.0,2004.0,OR,Oregon,75.8,73.0,78.6,844.0,65+,Age Group,exercise
844957.0,2004.0,PA,Pennsylvania,75.6,74.3,76.9,4553.0,Overall,Overall,exercise
844959.0,2004.0,PA,Pennsylvania,78.7,76.8,80.6,1805.0,Male,Gender,exercise
844960.0,2004.0,PA,Pennsylvania,72.8,71.2,74.4,2748.0,Female,Gender,exercise
844963.0,2004.0,PA,Pennsylvania,83.5,79.3,87.7,299.0,18-24,Age Group,exercise
844964.0,2004.0,PA,Pennsylvania,82.2,78.9,85.5,661.0,25-34,Age Group,exercise
844965.0,2004.0,PA,Pennsylvania,78.0,75.2,80.8,866.0,35-44,Age Group,exercise
844966.0,2004.0,PA,Pennsylvania,77.8,75.1,80.5,1000.0,45-54,Age Group,exercise
844967.0,2004.0,PA,Pennsylvania,73.3,70.3,76.3,772.0,55-64,Age Group,exercise
844968.0,2004.0,PA,Pennsylvania,63.0,60.3,65.7,955.0,65+,Age Group,exercise
846605.0,2004.0,PR,Puerto Rico,53.4,51.4,55.4,2133.0,Overall,Overall,exercise
846607.0,2004.0,PR,Puerto Rico,59.8,56.7,62.9,836.0,Male,Gender,exercise
846608.0,2004.0,PR,Puerto Rico,47.7,45.3,50.1,1297.0,Female,Gender,exercise
846611.0,2004.0,PR,Puerto Rico,61.9,55.7,68.1,191.0,18-24,Age Group,exercise
846612.0,2004.0,PR,Puerto Rico,58.9,53.7,64.1,292.0,25-34,Age Group,exercise
846613.0,2004.0,PR,Puerto Rico,52.8,48.3,57.3,388.0,35-44,Age Group,exercise
846614.0,2004.0,PR,Puerto Rico,51.6,47.4,55.8,406.0,45-54,Age Group,exercise
846615.0,2004.0,PR,Puerto Rico,46.7,42.2,51.2,369.0,55-64,Age Group,exercise
846616.0,2004.0,PR,Puerto Rico,47.2,43.4,51.0,487.0,65+,Age Group,exercise
848983.0,2004.0,RI,Rhode Island,75.8,74.2,77.4,2971.0,Overall,Overall,exercise
848985.0,2004.0,RI,Rhode Island,76.5,73.8,79.2,1177.0,Male,Gender,exercise
848986.0,2004.0,RI,Rhode Island,75.1,73.1,77.1,1794.0,Female,Gender,exercise
848989.0,2004.0,RI,Rhode Island,81.4,75.1,87.7,156.0,18-24,Age Group,exercise
848990.0,2004.0,RI,Rhode Island,79.9,75.8,84.0,445.0,25-34,Age Group,exercise
848991.0,2004.0,RI,Rhode Island,77.7,74.4,81.0,601.0,35-44,Age Group,exercise
848992.0,2004.0,RI,Rhode Island,77.1,73.9,80.3,713.0,45-54,Age Group,exercise
848993.0,2004.0,RI,Rhode Island,74.1,70.4,77.8,514.0,55-64,Age Group,exercise
848994.0,2004.0,RI,Rhode Island,65.7,62.0,69.4,542.0,65+,Age Group,exercise
850679.0,2004.0,SC,South Carolina,76.2,75.0,77.4,5355.0,Overall,Overall,exercise
850681.0,2004.0,SC,South Carolina,79.8,77.9,81.7,2148.0,Male,Gender,exercise
850682.0,2004.0,SC,South Carolina,72.8,71.2,74.4,3207.0,Female,Gender,exercise
850685.0,2004.0,SC,South Carolina,85.5,81.5,89.5,356.0,18-24,Age Group,exercise
850686.0,2004.0,SC,South Carolina,81.8,79.0,84.6,864.0,25-34,Age Group,exercise
850687.0,2004.0,SC,South Carolina,77.2,74.5,79.9,986.0,35-44,Age Group,exercise
850688.0,2004.0,SC,South Carolina,73.5,70.8,76.2,1132.0,45-54,Age Group,exercise
850689.0,2004.0,SC,South Carolina,72.9,70.2,75.6,957.0,55-64,Age Group,exercise
850690.0,2004.0,SC,South Carolina,66.7,64.0,69.4,1060.0,65+,Age Group,exercise
853479.0,2004.0,SD,South Dakota,81.0,79.8,82.2,4815.0,Overall,Overall,exercise
853481.0,2004.0,SD,South Dakota,81.9,80.2,83.6,1978.0,Male,Gender,exercise
853482.0,2004.0,SD,South Dakota,80.1,78.5,81.7,2837.0,Female,Gender,exercise
853485.0,2004.0,SD,South Dakota,87.0,83.1,90.9,289.0,18-24,Age Group,exercise
853486.0,2004.0,SD,South Dakota,88.2,85.6,90.8,695.0,25-34,Age Group,exercise
853487.0,2004.0,SD,South Dakota,82.9,80.2,85.6,863.0,35-44,Age Group,exercise
853488.0,2004.0,SD,South Dakota,80.1,77.6,82.6,1027.0,45-54,Age Group,exercise
853489.0,2004.0,SD,South Dakota,78.5,75.5,81.5,740.0,55-64,Age Group,exercise
853490.0,2004.0,SD,South Dakota,71.2,68.7,73.7,1201.0,65+,Age Group,exercise
855603.0,2004.0,TN,Tennessee,70.3,68.3,72.3,2630.0,Overall,Overall,exercise
855605.0,2004.0,TN,Tennessee,73.4,70.2,76.6,972.0,Male,Gender,exercise
855606.0,2004.0,TN,Tennessee,67.5,65.1,69.9,1658.0,Female,Gender,exercise
855609.0,2004.0,TN,Tennessee,71.9,63.8,80.0,146.0,18-24,Age Group,exercise
855610.0,2004.0,TN,Tennessee,74.9,70.3,79.5,440.0,25-34,Age Group,exercise
855611.0,2004.0,TN,Tennessee,73.3,68.8,77.8,540.0,35-44,Age Group,exercise
855612.0,2004.0,TN,Tennessee,70.1,65.9,74.3,547.0,45-54,Age Group,exercise
855613.0,2004.0,TN,Tennessee,69.3,65.0,73.6,420.0,55-64,Age Group,exercise
855614.0,2004.0,TN,Tennessee,61.6,57.8,65.4,537.0,65+,Age Group,exercise
858065.0,2004.0,TX,Texas,73.9,72.5,75.3,4639.0,Overall,Overall,exercise
858067.0,2004.0,TX,Texas,76.7,74.6,78.8,1837.0,Male,Gender,exercise
858068.0,2004.0,TX,Texas,71.1,69.4,72.8,2802.0,Female,Gender,exercise
858071.0,2004.0,TX,Texas,75.9,71.5,80.3,413.0,18-24,Age Group,exercise
858072.0,2004.0,TX,Texas,75.0,72.0,78.0,885.0,25-34,Age Group,exercise
858073.0,2004.0,TX,Texas,74.1,70.9,77.3,934.0,35-44,Age Group,exercise
858074.0,2004.0,TX,Texas,75.1,72.1,78.1,911.0,45-54,Age Group,exercise
858075.0,2004.0,TX,Texas,72.1,68.8,75.4,702.0,55-64,Age Group,exercise
858076.0,2004.0,TX,Texas,69.5,66.4,72.6,794.0,65+,Age Group,exercise
859798.0,2004.0,UT,Utah,83.1,81.8,84.4,4202.0,Overall,Overall,exercise
859800.0,2004.0,UT,Utah,84.5,82.7,86.3,1924.0,Male,Gender,exercise
859801.0,2004.0,UT,Utah,81.7,79.9,83.5,2278.0,Female,Gender,exercise
859804.0,2004.0,UT,Utah,86.0,82.5,89.5,407.0,18-24,Age Group,exercise
859805.0,2004.0,UT,Utah,87.1,84.8,89.4,941.0,25-34,Age Group,exercise
859806.0,2004.0,UT,Utah,84.2,81.4,87.0,790.0,35-44,Age Group,exercise
859807.0,2004.0,UT,Utah,81.9,78.9,84.9,782.0,45-54,Age Group,exercise
859808.0,2004.0,UT,Utah,80.3,76.9,83.7,635.0,55-64,Age Group,exercise
859809.0,2004.0,UT,Utah,73.5,70.0,77.0,647.0,65+,Age Group,exercise
861271.0,2004.0,VT,Vermont,81.9,80.8,83.0,5458.0,Overall,Overall,exercise
861273.0,2004.0,VT,Vermont,83.5,81.9,85.1,2257.0,Male,Gender,exercise
861274.0,2004.0,VT,Vermont,80.4,79.0,81.8,3201.0,Female,Gender,exercise
861277.0,2004.0,VT,Vermont,86.5,82.6,90.4,290.0,18-24,Age Group,exercise
861278.0,2004.0,VT,Vermont,87.6,85.0,90.2,740.0,25-34,Age Group,exercise
861279.0,2004.0,VT,Vermont,85.7,83.6,87.8,1126.0,35-44,Age Group,exercise
861280.0,2004.0,VT,Vermont,83.6,81.6,85.6,1323.0,45-54,Age Group,exercise
861281.0,2004.0,VT,Vermont,79.8,77.2,82.4,941.0,55-64,Age Group,exercise
861282.0,2004.0,VT,Vermont,67.8,65.3,70.3,1038.0,65+,Age Group,exercise
864118.0,2004.0,VI,Virgin Islands,71.2,69.1,73.3,1932.0,Overall,Overall,exercise
864120.0,2004.0,VI,Virgin Islands,73.8,70.5,77.1,723.0,Male,Gender,exercise
864121.0,2004.0,VI,Virgin Islands,69.0,66.4,71.6,1209.0,Female,Gender,exercise
864124.0,2004.0,VI,Virgin Islands,74.2,66.8,81.6,142.0,18-24,Age Group,exercise
864125.0,2004.0,VI,Virgin Islands,71.0,65.7,76.3,290.0,25-34,Age Group,exercise
864126.0,2004.0,VI,Virgin Islands,74.2,70.2,78.2,434.0,35-44,Age Group,exercise
864127.0,2004.0,VI,Virgin Islands,74.3,70.4,78.2,527.0,45-54,Age Group,exercise
864128.0,2004.0,VI,Virgin Islands,67.5,62.6,72.4,333.0,55-64,Age Group,exercise
864129.0,2004.0,VI,Virgin Islands,63.1,56.5,69.7,206.0,65+,Age Group,exercise
865790.0,2004.0,VA,Virginia,78.1,76.6,79.6,4230.0,Overall,Overall,exercise
865792.0,2004.0,VA,Virginia,80.2,78.0,82.4,1765.0,Male,Gender,exercise
865793.0,2004.0,VA,Virginia,76.1,74.0,78.2,2465.0,Female,Gender,exercise
865796.0,2004.0,VA,Virginia,80.4,75.4,85.4,273.0,18-24,Age Group,exercise
865797.0,2004.0,VA,Virginia,81.1,77.2,85.0,674.0,25-34,Age Group,exercise
865798.0,2004.0,VA,Virginia,80.4,77.2,83.6,938.0,35-44,Age Group,exercise
865799.0,2004.0,VA,Virginia,79.9,77.0,82.8,920.0,45-54,Age Group,exercise
865800.0,2004.0,VA,Virginia,76.7,73.4,80.0,694.0,55-64,Age Group,exercise
865801.0,2004.0,VA,Virginia,67.9,63.8,72.0,731.0,65+,Age Group,exercise
867946.0,2004.0,WA,Washington,82.7,82.0,83.4,14997.0,Overall,Overall,exercise
867948.0,2004.0,WA,Washington,83.8,82.7,84.9,5898.0,Male,Gender,exercise
867949.0,2004.0,WA,Washington,81.7,80.8,82.6,9099.0,Female,Gender,exercise
867952.0,2004.0,WA,Washington,83.9,81.4,86.4,1151.0,18-24,Age Group,exercise
867953.0,2004.0,WA,Washington,85.0,83.3,86.7,2251.0,25-34,Age Group,exercise
867954.0,2004.0,WA,Washington,85.1,83.6,86.6,2848.0,35-44,Age Group,exercise
867955.0,2004.0,WA,Washington,84.7,83.3,86.1,3176.0,45-54,Age Group,exercise
867956.0,2004.0,WA,Washington,81.6,79.9,83.3,2566.0,55-64,Age Group,exercise
867957.0,2004.0,WA,Washington,74.0,72.3,75.7,3005.0,65+,Age Group,exercise
870542.0,2004.0,WV,West Virginia,75.5,73.9,77.1,2541.0,Overall,Overall,exercise
870544.0,2004.0,WV,West Virginia,78.7,76.3,81.1,1017.0,Male,Gender,exercise
870545.0,2004.0,WV,West Virginia,72.5,70.4,74.6,1524.0,Female,Gender,exercise
870548.0,2004.0,WV,West Virginia,83.9,78.3,89.5,157.0,18-24,Age Group,exercise
870549.0,2004.0,WV,West Virginia,82.8,79.1,86.5,383.0,25-34,Age Group,exercise
870550.0,2004.0,WV,West Virginia,76.7,73.0,80.4,451.0,35-44,Age Group,exercise
870551.0,2004.0,WV,West Virginia,73.9,70.3,77.5,524.0,45-54,Age Group,exercise
870552.0,2004.0,WV,West Virginia,71.4,67.5,75.3,454.0,55-64,Age Group,exercise
870553.0,2004.0,WV,West Virginia,67.9,64.4,71.4,572.0,65+,Age Group,exercise
872213.0,2004.0,WI,Wisconsin,81.5,80.2,82.8,3555.0,Overall,Overall,exercise
872215.0,2004.0,WI,Wisconsin,83.7,81.7,85.7,1463.0,Male,Gender,exercise
872216.0,2004.0,WI,Wisconsin,79.4,77.6,81.2,2092.0,Female,Gender,exercise
872219.0,2004.0,WI,Wisconsin,88.1,84.1,92.1,245.0,18-24,Age Group,exercise
872220.0,2004.0,WI,Wisconsin,85.3,82.3,88.3,601.0,25-34,Age Group,exercise
872221.0,2004.0,WI,Wisconsin,83.9,81.1,86.7,721.0,35-44,Age Group,exercise
872222.0,2004.0,WI,Wisconsin,82.0,79.0,85.0,811.0,45-54,Age Group,exercise
872223.0,2004.0,WI,Wisconsin,80.6,77.2,84.0,533.0,55-64,Age Group,exercise
872224.0,2004.0,WI,Wisconsin,70.1,66.7,73.5,644.0,65+,Age Group,exercise
875020.0,2004.0,WY,Wyoming,79.9,78.5,81.3,3266.0,Overall,Overall,exercise
875022.0,2004.0,WY,Wyoming,80.2,78.1,82.3,1373.0,Male,Gender,exercise
875023.0,2004.0,WY,Wyoming,79.6,77.8,81.4,1893.0,Female,Gender,exercise
875026.0,2004.0,WY,Wyoming,87.5,83.1,91.9,224.0,18-24,Age Group,exercise
875027.0,2004.0,WY,Wyoming,83.0,79.7,86.3,508.0,25-34,Age Group,exercise
875028.0,2004.0,WY,Wyoming,81.8,78.7,84.9,593.0,35-44,Age Group,exercise
875029.0,2004.0,WY,Wyoming,80.3,77.6,83.0,818.0,45-54,Age Group,exercise
875030.0,2004.0,WY,Wyoming,77.3,73.9,80.7,520.0,55-64,Age Group,exercise
875031.0,2004.0,WY,Wyoming,69.4,66.1,72.7,603.0,65+,Age Group,exercise
638752.0,2005.0,AL,Alabama,70.3,68.3,72.3,2163.0,Overall,Overall,exercise
638754.0,2005.0,AL,Alabama,73.9,70.7,77.1,763.0,Male,Gender,exercise
638755.0,2005.0,AL,Alabama,67.0,64.7,69.3,1400.0,Female,Gender,exercise
638758.0,2005.0,AL,Alabama,77.9,70.2,85.6,111.0,18-24,Age Group,exercise
638759.0,2005.0,AL,Alabama,74.0,69.2,78.8,314.0,25-34,Age Group,exercise
638760.0,2005.0,AL,Alabama,70.7,66.4,75.0,352.0,35-44,Age Group,exercise
638761.0,2005.0,AL,Alabama,68.6,64.6,72.6,458.0,45-54,Age Group,exercise
638762.0,2005.0,AL,Alabama,67.2,62.8,71.6,411.0,55-64,Age Group,exercise
638763.0,2005.0,AL,Alabama,64.8,61.2,68.4,517.0,65+,Age Group,exercise
641712.0,2005.0,AK,Alaska,78.6,76.4,80.8,2184.0,Overall,Overall,exercise
641714.0,2005.0,AK,Alaska,81.3,78.2,84.4,1048.0,Male,Gender,exercise
641715.0,2005.0,AK,Alaska,75.7,72.6,78.8,1136.0,Female,Gender,exercise
641718.0,2005.0,AK,Alaska,83.4,76.3,90.5,177.0,18-24,Age Group,exercise
641719.0,2005.0,AK,Alaska,79.3,74.0,84.6,372.0,25-34,Age Group,exercise
641720.0,2005.0,AK,Alaska,80.2,75.8,84.6,491.0,35-44,Age Group,exercise
641721.0,2005.0,AK,Alaska,80.3,76.2,84.4,603.0,45-54,Age Group,exercise
641722.0,2005.0,AK,Alaska,76.3,71.0,81.6,317.0,55-64,Age Group,exercise
641723.0,2005.0,AK,Alaska,65.6,58.2,73.0,224.0,65+,Age Group,exercise
643614.0,2005.0,US,"All States, DC and Territories (median) **",76.1,,,53.0,Overall,Overall,exercise
643940.0,2005.0,AZ,Arizona,77.4,75.0,79.8,3518.0,Overall,Overall,exercise
643942.0,2005.0,AZ,Arizona,77.8,73.9,81.7,1362.0,Male,Gender,exercise
643943.0,2005.0,AZ,Arizona,76.9,74.2,79.6,2156.0,Female,Gender,exercise
643946.0,2005.0,AZ,Arizona,83.1,73.7,92.5,190.0,18-24,Age Group,exercise
643947.0,2005.0,AZ,Arizona,79.1,72.6,85.6,500.0,25-34,Age Group,exercise
643948.0,2005.0,AZ,Arizona,79.0,73.8,84.2,606.0,35-44,Age Group,exercise
643949.0,2005.0,AZ,Arizona,78.9,74.2,83.6,696.0,45-54,Age Group,exercise
643950.0,2005.0,AZ,Arizona,75.8,71.1,80.5,639.0,55-64,Age Group,exercise
643951.0,2005.0,AZ,Arizona,69.0,65.1,72.9,887.0,65+,Age Group,exercise
644061.0,2005.0,UW,All States and DC (median) **,76.2,,,51.0,Overall,Overall,exercise
646609.0,2005.0,AR,Arkansas,69.4,67.9,70.9,3562.0,Overall,Overall,exercise
646611.0,2005.0,AR,Arkansas,72.3,69.9,74.7,1387.0,Male,Gender,exercise
646612.0,2005.0,AR,Arkansas,66.7,64.8,68.6,2175.0,Female,Gender,exercise
646615.0,2005.0,AR,Arkansas,77.6,71.8,83.4,194.0,18-24,Age Group,exercise
646616.0,2005.0,AR,Arkansas,73.6,69.6,77.6,469.0,25-34,Age Group,exercise
646617.0,2005.0,AR,Arkansas,70.5,67.1,73.9,643.0,35-44,Age Group,exercise
646618.0,2005.0,AR,Arkansas,69.5,66.4,72.6,727.0,45-54,Age Group,exercise
646619.0,2005.0,AR,Arkansas,65.9,62.8,69.0,690.0,55-64,Age Group,exercise
646620.0,2005.0,AR,Arkansas,61.2,58.3,64.1,839.0,65+,Age Group,exercise
648344.0,2005.0,CA,California,76.1,74.6,77.6,4785.0,Overall,Overall,exercise
648346.0,2005.0,CA,California,77.7,75.4,80.0,1937.0,Male,Gender,exercise
648347.0,2005.0,CA,California,74.5,72.6,76.4,2848.0,Female,Gender,exercise
648350.0,2005.0,CA,California,78.0,73.0,83.0,334.0,18-24,Age Group,exercise
648351.0,2005.0,CA,California,76.0,72.6,79.4,768.0,25-34,Age Group,exercise
648352.0,2005.0,CA,California,74.7,71.5,77.9,983.0,35-44,Age Group,exercise
648353.0,2005.0,CA,California,79.1,76.1,82.1,968.0,45-54,Age Group,exercise
648354.0,2005.0,CA,California,74.1,70.4,77.8,761.0,55-64,Age Group,exercise
648355.0,2005.0,CA,California,74.2,70.6,77.8,971.0,65+,Age Group,exercise
651148.0,2005.0,CO,Colorado,82.7,81.6,83.8,4935.0,Overall,Overall,exercise
651150.0,2005.0,CO,Colorado,85.2,83.6,86.8,2048.0,Male,Gender,exercise
651151.0,2005.0,CO,Colorado,80.3,78.7,81.9,2887.0,Female,Gender,exercise
651154.0,2005.0,CO,Colorado,83.3,78.8,87.8,251.0,18-24,Age Group,exercise
651155.0,2005.0,CO,Colorado,85.5,83.0,88.0,797.0,25-34,Age Group,exercise
651156.0,2005.0,CO,Colorado,83.2,80.8,85.6,1000.0,35-44,Age Group,exercise
651157.0,2005.0,CO,Colorado,85.6,83.4,87.8,1201.0,45-54,Age Group,exercise
651158.0,2005.0,CO,Colorado,82.0,79.3,84.7,819.0,55-64,Age Group,exercise
651159.0,2005.0,CO,Colorado,73.6,70.8,76.4,867.0,65+,Age Group,exercise
653216.0,2005.0,CT,Connecticut,78.8,77.4,80.2,3952.0,Overall,Overall,exercise
653218.0,2005.0,CT,Connecticut,80.9,78.8,83.0,1585.0,Male,Gender,exercise
653219.0,2005.0,CT,Connecticut,76.9,75.1,78.7,2367.0,Female,Gender,exercise
653222.0,2005.0,CT,Connecticut,88.9,84.0,93.8,167.0,18-24,Age Group,exercise
653223.0,2005.0,CT,Connecticut,79.3,75.3,83.3,481.0,25-34,Age Group,exercise
653224.0,2005.0,CT,Connecticut,82.0,79.3,84.7,812.0,35-44,Age Group,exercise
653225.0,2005.0,CT,Connecticut,80.0,77.3,82.7,915.0,45-54,Age Group,exercise
653226.0,2005.0,CT,Connecticut,74.7,71.3,78.1,692.0,55-64,Age Group,exercise
653227.0,2005.0,CT,Connecticut,70.5,67.5,73.5,885.0,65+,Age Group,exercise
655615.0,2005.0,DE,Delaware,85.7,80.4,91.0,227.0,18-24,Age Group,exercise
655616.0,2005.0,DE,Delaware,83.9,80.2,87.6,467.0,25-34,Age Group,exercise
655617.0,2005.0,DE,Delaware,78.9,75.2,82.6,586.0,35-44,Age Group,exercise
655618.0,2005.0,DE,Delaware,74.1,70.2,78.0,632.0,45-54,Age Group,exercise
655619.0,2005.0,DE,Delaware,73.6,69.5,77.7,553.0,55-64,Age Group,exercise
655620.0,2005.0,DE,Delaware,65.9,62.0,69.8,634.0,65+,Age Group,exercise
656172.0,2005.0,DE,Delaware,76.7,75.0,78.4,3099.0,Overall,Overall,exercise
656174.0,2005.0,DE,Delaware,79.9,77.4,82.4,1246.0,Male,Gender,exercise
656175.0,2005.0,DE,Delaware,73.9,71.6,76.2,1853.0,Female,Gender,exercise
658677.0,2005.0,DC,District of Columbia,77.5,75.7,79.3,2984.0,Overall,Overall,exercise
658679.0,2005.0,DC,District of Columbia,80.8,77.9,83.7,1234.0,Male,Gender,exercise
658680.0,2005.0,DC,District of Columbia,74.7,72.4,77.0,1750.0,Female,Gender,exercise
658683.0,2005.0,DC,District of Columbia,85.8,79.6,92.0,176.0,18-24,Age Group,exercise
658684.0,2005.0,DC,District of Columbia,82.8,79.1,86.5,621.0,25-34,Age Group,exercise
658685.0,2005.0,DC,District of Columbia,78.7,74.8,82.6,621.0,35-44,Age Group,exercise
658686.0,2005.0,DC,District of Columbia,73.2,69.1,77.3,556.0,45-54,Age Group,exercise
658687.0,2005.0,DC,District of Columbia,76.6,72.4,80.8,522.0,55-64,Age Group,exercise
658688.0,2005.0,DC,District of Columbia,66.0,61.7,70.3,488.0,65+,Age Group,exercise
660503.0,2005.0,FL,Florida,73.1,71.7,74.5,5849.0,Overall,Overall,exercise
660505.0,2005.0,FL,Florida,76.8,74.6,79.0,2289.0,Male,Gender,exercise
660506.0,2005.0,FL,Florida,69.7,67.9,71.5,3560.0,Female,Gender,exercise
660509.0,2005.0,FL,Florida,77.2,71.9,82.5,305.0,18-24,Age Group,exercise
660510.0,2005.0,FL,Florida,76.4,72.3,80.5,695.0,25-34,Age Group,exercise
660511.0,2005.0,FL,Florida,75.5,72.1,78.9,1031.0,35-44,Age Group,exercise
660512.0,2005.0,FL,Florida,73.1,70.0,76.2,1101.0,45-54,Age Group,exercise
660513.0,2005.0,FL,Florida,71.8,68.6,75.0,1157.0,55-64,Age Group,exercise
660514.0,2005.0,FL,Florida,67.6,65.1,70.1,1560.0,65+,Age Group,exercise
662809.0,2005.0,GA,Georgia,72.8,71.2,74.4,4213.0,Overall,Overall,exercise
662811.0,2005.0,GA,Georgia,77.1,74.5,79.7,1528.0,Male,Gender,exercise
662812.0,2005.0,GA,Georgia,68.8,66.8,70.8,2685.0,Female,Gender,exercise
662815.0,2005.0,GA,Georgia,80.5,75.4,85.6,266.0,18-24,Age Group,exercise
662816.0,2005.0,GA,Georgia,74.1,69.7,78.5,619.0,25-34,Age Group,exercise
662817.0,2005.0,GA,Georgia,73.2,69.5,76.9,753.0,35-44,Age Group,exercise
662818.0,2005.0,GA,Georgia,75.9,73.0,78.8,939.0,45-54,Age Group,exercise
662819.0,2005.0,GA,Georgia,67.0,63.1,70.9,715.0,55-64,Age Group,exercise
662820.0,2005.0,GA,Georgia,63.7,60.4,67.0,921.0,65+,Age Group,exercise
665269.0,2005.0,HI,Hawaii,80.5,79.2,81.8,5178.0,Overall,Overall,exercise
665271.0,2005.0,HI,Hawaii,82.1,80.0,84.2,2132.0,Male,Gender,exercise
665272.0,2005.0,HI,Hawaii,79.0,77.3,80.7,3046.0,Female,Gender,exercise
665999.0,2005.0,HI,Hawaii,84.7,80.1,89.3,297.0,18-24,Age Group,exercise
666000.0,2005.0,HI,Hawaii,84.0,80.4,87.6,684.0,25-34,Age Group,exercise
666001.0,2005.0,HI,Hawaii,82.3,79.5,85.1,972.0,35-44,Age Group,exercise
666002.0,2005.0,HI,Hawaii,80.7,77.9,83.5,1153.0,45-54,Age Group,exercise
666003.0,2005.0,HI,Hawaii,78.0,74.6,81.4,959.0,55-64,Age Group,exercise
666004.0,2005.0,HI,Hawaii,74.4,71.5,77.3,1113.0,65+,Age Group,exercise
667323.0,2005.0,ID,Idaho,78.4,77.0,79.8,4395.0,Overall,Overall,exercise
667325.0,2005.0,ID,Idaho,79.3,77.0,81.6,1697.0,Male,Gender,exercise
667326.0,2005.0,ID,Idaho,77.4,75.6,79.2,2698.0,Female,Gender,exercise
667329.0,2005.0,ID,Idaho,80.5,74.6,86.4,277.0,18-24,Age Group,exercise
667330.0,2005.0,ID,Idaho,81.8,78.6,85.0,717.0,25-34,Age Group,exercise
667331.0,2005.0,ID,Idaho,80.8,77.8,83.8,807.0,35-44,Age Group,exercise
667332.0,2005.0,ID,Idaho,79.3,76.6,82.0,940.0,45-54,Age Group,exercise
667333.0,2005.0,ID,Idaho,77.8,74.9,80.7,756.0,55-64,Age Group,exercise
667334.0,2005.0,ID,Idaho,69.0,66.0,72.0,898.0,65+,Age Group,exercise
